Sanktpēterburgas	n	Sanktpēterburgas	n_fsg_	location
tirgū	n	tirgus	ncmsl3	O
.	z	.	zs	O

Varbūt	q	varbūt	qs	O
varētu	v	varēt	vonc0t300an	O
noraksturot	v	noraksturot	vmnn0t2000n	O
Sanktpēterburgas	n	Sanktpēterburgas	n_fsg_	location
tirgus	n	tirgus	ncmsg3	O
īpatnības	n	īpatnība	ncfpn4	O
un	c	un	ccs	O
kādus	p	kāds	pi0mpa_	O
specifiskus	a	specifisks	armpanp	O
piedāvājumus	n	piedāvājums	ncmpa1	O
šim	p	šis	pd3msd_	O
tirgum	n	tirgus	ncmsd3	O
piedāvāsiet	v	piedāvāt	vmnift22pan	O
šogad	r	šogad	r0t	O
.	z	.	zs	O

Šogad	r	šogad	r0t	O
aprit	v	apritēt	v_nip_330an	O
15	x	15	xn	O
gadi	n	gads	ncmpn1	O
,	z	,	zc	O
kopš	s	kopš	sppdn	O
veicam	v	veikt	vmnipt11pan	O
pārvadājumus	n	pārvadājums	ncmpa1	O
uz	s	uz	sppdy	O
Sanktpēterburgu	n	Sanktpēterburgu	n_msa_	location
.	z	.	zs	O

Neskatoties	v	neskatīties	vmyrpi300ay	O
uz	s	uz	sppdy	O
pieaugošo	v	pieaugt	vmnpdmpgapy	O
konkurentu	n	konkurents	ncmpg1	O
skaitu	n	skaits	ncmsa1	O
,	z	,	zc	O
"	z	"	zq	O
Lux	y	Lux	y	organization
Express	n	express	n_msn1	organization
"	z	"	zq	O
ir	v	būt	vcnipii30an	O
atradis	v	atrast	vmnpdmsnasn	O
savu	p	sava	ps0fsa_	O
auditoriju	n	auditorija	ncfsa4	O
-	z	-	zd	O
tie	p	tas	pd3mpn_	O
ir	v	būt	vcnipii30an	O
cilvēki	n	cilvēks	ncmpn1	O
,	z	,	zc	O
kam	p	kas	pq000d_	O
ir	v	būt	vcnipii30an	O
svarīgs	a	svarīgs	afmsnnp	O
augsta	a	augsts	afmsgnp	O
līmeņa	n	līmenis	ncmsg2	O
pakalpojumu	n	pakalpojums	ncmpg1	O
kopums	n	kopums	ncmsn1	O
,	z	,	zc	O
ko	p	kas	pq000a_	O
piedāvājam	v	piedāvāt	vmnipt21pan	O
savos	p	savs	ps0mpl_	O
autobusos	n	autobuss	ncmpl1	O
.	z	.	zs	O

Mūsu	p	mēs	pp10pg_	O
jaunajos	a	jauns	afmplyp	O
,	z	,	zc	O
komfortablajos	a	komfortabls	afmplyp	O
autobusos	n	autobuss	ncmpl1	O
ceļotājiem	n	ceļotājs	ncmpd1	O
ir	v	būt	vcnipii30an	O
iespēja	n	iespēja	ncfsn4	O
brauciena	n	brauciens	n_msg_	O
laikā	n	laiks	ncmsl1	O
strādāt	v	strādāt	vmnn0t2000n	O
,	z	,	zc	O
sazināties	v	sazināties	vmyn0i3000n	O
ar	s	ar	sppdn	O
draugiem	n	draugs	ncmpd1	O
,	z	,	zc	O
skatīties	v	skatīties	vmyn0i3000n	O
filmas	n	filma	ncfsg4	O
vai	c	vai	css	O
lasīt	v	lasīt	vmnn0t3000n	O
ziņas	n	ziņa	ncfpa4	O
,	z	,	zc	O
izmantojot	v	izmantot	vmnpu000000	O
autobusos	n	autobuss	ncmpl1	O
pieejamo	v	pieiet	vmnpdmsappy	O
internetu	n	internets	ncmva1	O
.	z	.	zs	O

No	s	no	sppdy	O
"	z	"	zq	O
Lux	y	Lux	y	organization
Express	n	express	n_msn1	organization
"	z	"	zq	O
piedāvātajiem	v	piedāvāt	vmnpdmpdpsy	O
vispopulārākais	a	populārs	afmsnys	O
Sanktpēterburgas	n	Sanktpēterburgas	n_fsg_	location
iedzīvotāju	n	iedzīvotājs	ncmpg1	O
galamērķis	n	galamērķis	n_msn2	O
ir	v	būt	vcnipii30an	O
Tallina	n	tallins	n_msg1	location
.	z	.	zs	O

Apmēram	r	apmēram	r0_	O
55	x	55	xn	O
%	x	%	xx	O
pasažieru	n	pasažieris	ncmpg2	O
no	s	no	sppdy	O
Sanktpēterburgas	n	Sanktpēterburgas	n_fsg_	location
izvēlas	v	izvēlēties	vmyipi330an	O
ceļot	v	celt	vmnpu000000	O
tieši	q	tieši	qs	O
uz	s	uz	sppdy	O
Tallinu	n	tallins	n_msa1	location
,	z	,	zc	O
otrajā	m	otrā	mosfslv	O
vietā	n	vieta	ncfsl4	O
atstājot	v	atstāt	vmnpu000000	O
Rīgu	n	Rīga	npfsa4	location
,	z	,	zc	O
bet	c	bet	ccs	O
trešajā	m	trešā	mosfslv	O
-	z	-	zd	O
Ida	n	Ida	npfsn4	location
-	z	-	zd	O
Virumaa	n	virumais	n_msg2	location
reģionu	n	reģions	n_mpg1	O
Igaunijā	n	igaunija	n_fsl4	location
.	z	.	zs	O

Pērn	r	pērn	r0t	O
esam	v	būt	vcnipii1pan	O
atklājuši	v	atklāt	vmnpdmpnasn	O
jaunu	a	jauna	affsanp	O
interneta	n	internets	ncmvg1	O
portālu	n	portāls	ncmsa1	O
"	z	"	zq	O
travel	i	travel	i_	media
.	z	.	zs	media

luxexpress	n	luxexpress	n_msn1	media
.	z	.	zs	media

eu	i	eu	is	media
"	z	"	zq	O
,	z	,	zc	O
kas	p	kas	pq000n_	O
piedāvā	v	piedāvāt	vmnipt230an	O
Sanktpēterburgas	v	sanktpēterburgties	v_yip_130an	location
iedzīvotājiem	n	iedzīvotājs	ncmpd1	O
ceļojuma	n	ceļojums	ncmsg1	O
paketes	n	pakete	ncfpn5	O
uz	s	uz	sppdy	O
Igauniju	n	igaunija	n_fsa4	location
un	c	un	ccs	O
Latviju	n	Latvija	npfsa4	location
par	s	par	sppdn	O
īpaši	r	īpaši	r__	O
izdevīgām	a	izdevīga	affpdnp	O
cenām	n	cena	ncfpd4	O
.	z	.	zs	O

Lielākā	a	liela	affsnyc	O
šīs	p	šī	pd3fsg_	O
interneta	n	internets	ncmvg1	O
aģentūras	n	aģentūra	ncfsg4	O
priekšrocība	n	priekšrocība	ncfsn4	O
-	z	-	zd	O
pirkums	n	pirkums	ncmsn1	O
tiek	v	tikt	vtnipi130an	O
apstiprināts	v	apstiprināt	v_npdmsnpsn	O
nekavējoties	v	nekavēties	vmypu000000	O
un	c	un	ccs	O
visi	p	viss	pg0mpn_	O
pakalpojumi	n	pakalpojums	ncmpn1	O
tiek	v	tikt	vtnipi130an	O
rezervēti	v	rezervēt	vmnpdmpnpsn	O
un	c	un	ccs	O
apmaksāti	v	apmaksāt	v_npdmpnpsn	O
ar	s	ar	sppdn	O
vienu	m	viens	mcsmsav	O
peles	n	pele	ncfsg5	O
klikšķi	v	klikšķēt	v_nip_32san	O
.	z	.	zs	O

Šī	p	šis	pd3msg_	O
produkta	n	produkts	ncmsg1	O
cena	n	cena	ncfsn4	O
ir	v	būt	vcnipii30an	O
par	s	par	sppdn	O
aptuveni	r	aptuveni	r__	O
30	x	30	xn	sum
%	x	%	xx	sum
lētāka	a	lēta	affsnnc	O
nekā	c	nekā	css	O
vidējā	a	vidējs	armsgyp	O
tirgus	n	tirgus	ncmsg3	O
cena	n	cena	ncfsn4	O
.	z	.	zs	O

Paketēs	n	pakete	ncfpl5	O
iekļautie	v	iekļaut	vmnpdmpnpsy	O
pamata	n	pamats	ncmsg1	O
galamērķi	n	galamērķis	n_mpn2	O
ir	v	būt	vcnipii30an	O
Tallina	n	tallins	n_msg1	location
un	c	un	ccs	O
Rīga	n	Rīga	npfsn4	location
,	z	,	zc	O
bet	c	bet	ccs	O
mēs	p	mēs	pp10pn_	O
piedāvājam	v	piedāvāt	vmnipt21pan	O
arī	q	arī	qs	O
SPA	n	sps	n_msg1	O
viesnīcas	n	viesnīca	ncfsg4	O
Jūrmalā	n	jūrmala	ncfsl4	location
,	z	,	zc	O
Narvā	n	narva	n_fsl4	location
un	c	un	ccs	O
Johvi	i	Johvi	i_	location
.	z	.	zs	O

Nenoliedzami	v	nenoliegt	vmnpdmpnppn	O
vispopulārākais	a	populārs	afmsnys	O
tūrisma	n	tūrisms	ncmsg1	O
galamērķis	n	galamērķis	n_msn2	O
Sanktpēterburgas	v	sanktpēterburgties	v_yip_130an	location
iedzīvotājiem	n	iedzīvotājs	ncmpd1	O
ir	v	būt	vcnipii30an	O
Helsinki	n	helsinki	n_mdn1	location
.	z	.	zs	O

Patlaban	r	patlaban	r0t	O
aptuveni	r	aptuveni	r__	O
seši	m	seši	mcsmpnv	O
miljoni	m	miljons	mcsmpnm	O
Krievijas	n	Krievija	npfsg4	location
iedzīvotāju	n	iedzīvotājs	ncmpg1	O
ik	q	ik	qs	O
gadu	n	gads	ncmsa1	O
dodas	v	doties	vmyipti30an	O
uz	s	uz	sppdy	O
Somiju	n	Somija	npfsa4	location
,	z	,	zc	O
kas	p	kas	pq000n_	O
ir	v	būt	vcnipii30an	O
vispopulārākais	a	populārs	afmsnys	O
galamērķis	n	galamērķis	n_msn2	O
kaimiņvalstu	n	kaimiņvalsts	ncfpg6	O
vidū	n	vidus	ncmvl3	O
.	z	.	zs	O

Lai_gan	c	lai_gan	csc	O
interese	n	interese	ncfsn5	O
ir	v	būt	vcnipii30an	O
liela	a	liela	affsnnp	O
,	z	,	zc	O
līdz	s	līdz	sppdy	O
šim	p	šis	pd3msd_	O
nav	v	nebūt	vcnipii30ay	O
izveidots	v	izveidot	vmnpdmsnpsn	O
autobusu	n	autobuss	ncmpg1	O
tīkls	n	tīkls	ncmsn1	O
maršrutā	n	maršruts	ncmsl1	O
Helsinki	n	helsinki	n_mdn1	location
-	z	-	zd	O
Sanktpēterburga	n	Sanktpēterburga	n_fsn_	location
,	z	,	zc	O
tāpēc	r	tāpēc	r0c	O
iedzīvotāji	n	iedzīvotājs	ncmpn1	O
ir	v	būt	vcnipii30an	O
spiesti	v	spiest	vmnpdmpnpsn	O
izmantot	v	izmantot	vmnn0t2000n	O
savu	p	savs	ps0msa_	O
transportu	n	transports	ncmsa1	O
vai	c	vai	css	O
līgumreisus	n	līgumreiss	n_mpa1	O
.	z	.	zs	O

Šogad	r	šogad	r0t	time
plānojam	v	plānot	vmnipt21pan	O
piedāvāt	v	piedāvāt	vmnn0t2000n	O
arī	q	arī	qs	O
maršrutu	n	maršruts	ncmsa1	O
Sanktpēterburga	n	Sanktpēterburga	n_fsn_	location
-	z	-	zd	O
Helsinki	n	helsinki	n_mdn1	location
.	z	.	zs	O

Šī	p	šis	pd3msg_	time
gada	n	gads	ncmsg1	time
prognozes	n	prognoze	ncfsg5	O
-	z	-	zd	O
par	s	par	sppdn	O
cik	r	cik	r0q	O
varētu	v	varēt	vonc0t300an	O
pieaugt	v	pieaugt	vmnn0i1000n	O
apkalpoto	v	apkalpot	vmnpdmpgpsy	O
pasažieru	n	pasažieris	ncmpg2	O
skaits	n	skaits	ncmsn1	O
un	c	un	ccs	O
kādi	p	kāds	pi0mpn_	O
plānoti	v	plānot	vmnpdmpnpsn	O
biznesa	n	bizness	ncmsg1	O
rādītāji	n	rādītājs	n_mpn1	O
?	z	?	zs	O

Pēdējo	a	pēdējs	armpgyp	time
gadu	n	gads	ncmpg1	time
laikā	n	laiks	ncmsl1	time
mums	p	mēs	pp10pd_	O
bijis	v	būt	vcnpdmsnasn	O
stabils	a	stabils	afmsnnp	O
pasažieru	n	pasažieris	ncmpg2	O
skaita	n	skaits	ncmsg1	O
pieaugums	n	pieaugums	ncmsn1	O
,	z	,	zc	O
vidēji	r	vidēji	r__	O
15	x	15	xn	O
līdz	s	līdz	sppdy	O
20	x	20	xn	O
%	x	%	xx	O
.	z	.	zs	O

Šogad	r	šogad	r0t	time
sagaidām	v	sagaidīt	vmnipt31pan	O
mazāku	a	mazs	afmsanc	O
pieaugumu	n	pieaugums	ncmsa1	O
,	z	,	zc	O
jo	c	jo	css	O
,	z	,	zc	O
salīdzinot	v	salīdzināt	vmnpu000000	O
ar	s	ar	sppdn	O
pagājušo	v	paiet	vmnpdmsaasy	O
gadu	n	gads	ncmpg1	O
,	z	,	zc	O
visu	p	viss	pg0msa_	O
pārvadātāju	n	pārvadātājs	n_msa1	O
piedāvātais	v	piedāvāt	vmnpdmsnpsy	O
sēdvietu	n	sēdvieta	ncfpg4	O
skaitu	n	skaits	ncmsa1	O
kopumā	n	kopums	ncmsl1	O
ir	v	būt	vcnipii30an	O
dubultojies	v	dubultoties	vmypdmsnasn	O
.	z	.	zs	O

Paredzams	v	paredzēt	vmnpdmsnppn	O
,	z	,	zc	O
ka	c	ka	css	O
"	z	"	zq	O
Lux	y	Lux	y	organization
Express	n	express	n_msn1	organization
"	z	"	zq	O
pieaugums	n	pieaugums	ncmsn1	O
2013.	x	2013.	xo	time
gadā	n	gads	ncmsl1	time
būs	v	būt	vcnifii30an	O
10	x	10	xn	sum
%	x	%	xx	sum
.	z	.	zs	O

Vai	q	vai	qs	O
plānots	v	plānot	vmnpdmsnpsn	O
iekarot	v	iekārt	vmnpu000000	O
vēl	r	vēl	r0t	O
kāda	p	kāda	pi0fsn_	O
Krievijas	n	Krievija	npfsg4	location
reģiona	n	reģions	n_msg1	O
tirgu	n	tirgus	ncmpg3	O
?	z	?	zs	O

Patlaban	r	patlaban	r0t	O
mums	p	mēs	pp10pd_	O
nav	v	nebūt	vcnipii30ay	O
plānu	a	plāns	afmsanp	O
īstenot	v	īstenot	vmnn0t2000n	O
šāda	p	šāda	pd0fsn_	O
veida	n	veids	ncmsg1	O
projektus	n	projekts	ncmpa1	O
citos	p	cits	pi0mpl_	O
Krievijas	n	Krievija	npfsg4	location
reģionos	n	reģions	n_mpl1	O
.	z	.	zs	O

Mēs	p	mēs	pp10pn_	O
izskatījām	v	izskatīt	vmnist31pan	O
iespēju	n	iespēja	ncfsa4	O
attīstīt	v	attīstīt	vmnn0t3000n	O
maršrutu	n	maršruts	ncmpg1	O
Rīga	n	Rīga	npfsn4	location
-	z	-	zd	O
Maskava	n	Maskava	npfsn4	location
,	z	,	zc	O
tomēr	c	tomēr	ccs	O
pašlaik	r	pašlaik	r0t	O
esam	v	būt	vcnipii1pan	O
atlikuši	v	atlikt	vmnpdmpnasn	O
šī	p	šis	pd3msg_	O
projekta	n	projekts	ncmsg1	O
realizēšanu	n	realizēšana	n_fsa_	O
,	z	,	zc	O
lai_gan	c	lai_gan	csc	O
neizslēdzam	v	neizslēgt	vmnipt11pay	O
,	z	,	zc	O
ka	c	ka	css	O
nākotnē	n	nākotne	ncfsl5	O
maršruts	n	maršruts	ncmsn1	O
varētu	v	varēt	vonc0t300an	O
